text,rating,date,pred_label,p_positive,p_negative
Приятный звук. Звук качественный,5,2025-07-16,positive,0.9965975880622864,0.0015196985332295299
"Отличные наушники , идеальный , чистый звук . Очень компактные , советую",5,2025-07-16,positive,0.9965828061103821,0.0019249309552833438
"Прекрасный звук, подключились с легкостью😁 еще и чехол в подарок положили",5,2025-07-16,positive,0.996826171875,0.0016378406435251236
"Звук хороший, за свою цену полочил даже больше, чем ожидал❤️",5,2025-07-16,positive,0.9311602115631104,0.0032273062970489264
"За эту цену наушники работают на отлично, звук и качество бомба, советую",5,2025-07-16,positive,0.9949234127998352,0.0011941954726353288
"заказала уже второй раз , первые заказывала для дочки , ей очень понравились, муж взял у неё на день и ему тоже пришлось по душе, поэтому заказали вторые. один из плюсов - это то , что эти наушники очень долго держат заряд",5,2025-07-16,positive,0.9279201626777649,0.0038983209524303675
"Всё работает. Музыка играет, наушники заряжаются, серийный номер бьётся. За свою цену хорошие наушники, для спорта самое то. Звук хороший. Пока минусов не обнаружил",5,2025-07-16,positive,0.9965384006500244,0.0009493743418715894
Очень удобно . красивая,5,2025-07-16,positive,0.9963841438293457,0.0013376912102103233
Спасибо за чехол,5,2025-07-16,neutral,0.39772602915763855,0.03676527366042137
"данные наушники прекрасно сидят в ушах и не выпадют, приэтом играть в игры одно удовольстиве",5,2025-07-16,positive,0.963898241519928,0.004851230885833502
"Прекрасное качество,  чистый звук . Наушники стильные и удобные.",5,2025-07-16,positive,0.9969140291213989,0.0017418659990653396
"Наушники удобно сидят, даже при длительном прослушивании не вызывают дискомфорта или усталости ушей.",5,2025-07-16,positive,0.9873199462890625,0.0012862957082688808
"Очень крутые наушники, всем советую к покупке 🔥",5,2025-07-16,positive,0.9960393905639648,0.002421216107904911
"замечательные наушники за такую цену!
отличный звук",5,2025-07-16,positive,0.9963894486427307,0.0017362521030008793
Звук совершенно ни как в оригинале,3,2025-07-16,negative,0.0017908687004819512,0.5820766091346741
У наушников хороши звук. Наушники хорошо играют,5,2025-07-16,positive,0.9762852787971497,0.0012408001348376274
"Здравствуйте, хорошие наушники, все прекрасно работает, чехол в подарок, очень рада покупке, спасибо продавцу",5,2025-07-16,positive,0.9969272017478943,0.001631626975722611
Отличный продавец полностью быстро все отвечает спасибо большое,5,2025-07-16,positive,0.9945153594017029,0.0032687908969819546
"Отличные наушники, все было супер до того как я их постирала, но даже после этого они рвботают у меня уже пол года 💋💋💋",5,2025-07-16,positive,0.9935385584831238,0.0034073994029313326
"Ничего. Приехали грязные, бассы ужасные! Когда ставишь статику, они просто начинают как фейрверк стрелять…",2,2025-07-15,negative,0.000700100208632648,0.972561776638031
Все окей. Хорошие наушники ) цена качесиво ) звучание,5,2025-07-15,positive,0.9967902302742004,0.0013539503561332822
"Быстро подсоединились к телефону, всё шикарно. Шикарные наушники",5,2025-07-15,positive,0.9968398809432983,0.0016295388340950012
выглядит нормально,5,2025-07-15,positive,0.5366027355194092,0.006046322174370289
"Наушники хорошие, анимации и тд все есть. Нельзя снять амбишуры как в оригинале и заряжать нельзя зарядкой от айфона",4,2025-07-15,positive,0.7035648822784424,0.05755127593874931
,1,2025-07-15,neutral,0.01538639236241579,0.25866207480430603
это уже не первые наушники этого продавца качество на высшем уровне всем советую самые лучшие наушники на вб. очень качественный звук цену оправдывают. минусов не обнаружено,5,2025-07-15,positive,0.9968159794807434,0.0014482417609542608
"Ну за свою уену очень даже неплохие. Выглядяк , как оригинал. Подключаются наушники , как 2 отдельные гарниткры",4,2025-07-15,positive,0.9242880344390869,0.001539186225272715
"Довольно неплохая реплика, внешний вид точь в точь как оригинал, работает все и звук хороший",5,2025-07-15,positive,0.9949570298194885,0.0012643801746889949
"Хорошие наушники, звук отличный, при звонке мой голос слышно не очень, но хто в целом норма, так что к этому вопрсоов нет.",5,2025-07-15,positive,0.9936597943305969,0.002697037998586893
Для такой цены наушники хорошие,5,2025-07-15,neutral,0.43567484617233276,0.01339248288422823
,1,2025-07-15,neutral,0.01538639236241579,0.25866207480430603
"Пришли в хорошо упакованной коробке, на коробке написано ""Проверено"" чехол в отдельной коробочке, все понравилось, все супер!",5,2025-07-15,positive,0.9964033365249634,0.0013844227651134133
"Наушники отличные, качество звука супер",5,2025-07-15,positive,0.9968620538711548,0.001526759471744299
"отличные наушники, звук хороший",5,2025-07-15,positive,0.9958658218383789,0.002074045827612281
Отличные наушники за свою цену,5,2025-07-15,positive,0.9959557056427002,0.0015524725895375013
"Сразу при получении попытался поменять амбушуры на поменьше
Во-первых, амбушуры вообще не держались в своей упаковке, выпали
Во-вторых, две амбушуры вообще не для этих наушников, а для обычных
В-третьих на правом наушнике сразу снялась амбушура, на левом же пришлось постараться чтобы ек снять, да так что вообще развалился наушник и оторвались провода… А амбушура тем времкнем так и не снялась
Упаковочные стикеры намертво были приклеены, пришлось помогать ножом чтобы их распаковать
Да и звук у них как из бочки, пришлось играть с эквалайзером чтобы хоть как-то исправить. Ничего. Сломался левый наушник",2,2025-07-15,negative,0.0006276178173720837,0.944821834564209
"Пользуюсь около 3 недель. Сразу нужно на зарядку и потом пользоваться. Звук приемлемый, мне не хватает чуть-чуть басов.",5,2025-07-14,positive,0.9953271150588989,0.000990122789517045
"Звук хороший, пришли упакованы, заряжены, чехол в комплекте. Хорошо упакованы",5,2025-07-14,positive,0.9967361092567444,0.00110188452526927
,1,2025-07-14,neutral,0.01538639236241579,0.25866207480430603
"Работа наушников выложена на все 100%, лучшие наушники😍😍",5,2025-07-14,positive,0.9962027668952942,0.0018140287138521671
"Очень хорошие наушники,  спасибо",5,2025-07-14,positive,0.9958242177963257,0.0016186943976208568
"Закащывайте, не пожелеете. Приятные и легкие очень, мне прнравилось",5,2025-07-14,positive,0.9950461387634277,0.0021887507755309343
"Звук, качество все супер",5,2025-07-14,positive,0.9965734481811523,0.001587894163094461
"Наушники очень понравились, советую",5,2025-07-14,positive,0.9960227012634277,0.0012404589215293527
"Обязательно вернёмся в ваш магазин. Классные наушники! Сын счастлив, сказал, что не отличаются от оригинала! Приятный подарок чехол для наушников! Качество звука превосходное! Себе и мужу тоже здесь заказала! Всем рекомендую магазин",5,2025-07-14,positive,0.99671870470047,0.0018329655285924673
,3,2025-07-14,neutral,0.01538639236241579,0.25866207480430603
Хорошая реплика. Все четко. Вначале не понял что зарядка Type C,5,2025-07-14,positive,0.9440159797668457,0.005242909770458937
"Отличные наушники, брали в подарок, все понравилось. Спасибо продавцу.",5,2025-07-14,positive,0.9966474175453186,0.0018743145046755672
Отличный коннект с телефоном 👌,5,2025-07-14,positive,0.9964218139648438,0.0013346591731533408
"Советую к покупке. Отличный товар 🌸
Звук космос, для такой стоимости 🫶
В подарок положили чехол и зарядное ❤️",5,2025-07-14,positive,0.9969184398651123,0.0014911494217813015
Звучание хорошее. Быстрая доставка,5,2025-07-13,positive,0.9947749376296997,0.00122084841132164
,2,2025-07-13,neutral,0.01538639236241579,0.25866207480430603
"Пока всё отлично! Рекомендую!!!. Наушники пришли быстро,упаковка целая, наушники работают!",5,2025-07-13,positive,0.9966070652008057,0.0020316969603300095
"За чезол отдельное спасибо🙏🏻. Звук хороший, качество отличное",5,2025-07-13,positive,0.995635449886322,0.0017919479869306087
"Отличные наушники, хороший звук🔥🔥🔥",5,2025-07-13,positive,0.9960636496543884,0.0020754847209900618
"изначально левый наушник не работал. написала в поддержку, не проигнорили, помогли решить проблему",5,2025-07-13,neutral,0.032436467707157135,0.3227721154689789
,1,2025-07-13,neutral,0.01538639236241579,0.25866207480430603
Отлично. Все норм,5,2025-07-13,positive,0.995966911315918,0.002139956457540393
Звук шикарный. Громкость аж оглушает. Черный чехол очень стильно,5,2025-07-13,positive,0.9972628355026245,0.001086259027943015
,1,2025-07-13,neutral,0.01538639236241579,0.25866207480430603
"А я иду такая вся в дольчига банна  я иду такая вся на сердце раны слёзы душат душат xD. Отличный звук и приятный чехол. В комплекте нет зарядного блока, только провод",5,2025-07-13,negative,0.001374313491396606,0.9342297911643982
Все понравилось пришли в целости и в сохранности,5,2025-07-13,positive,0.9935640692710876,0.0014427354326471686
"Брала сыну, пользуемся, пришли быстро, спасибо",5,2025-07-13,positive,0.988756000995636,0.001215970260091126
Ребёнку понравились,5,2025-07-13,positive,0.9783297181129456,0.001962138107046485
"Хороший выбор, удобные и качественные. Отличный звук, Удобное управление, Быстрая зарядка, До 30 часов работы и беспроводная зарядка. Нет шумоподавления и прозрачности",5,2025-07-13,positive,0.9968446493148804,0.0011696771252900362
"за свои деньги - не плохо. хорошо сидят в ушах. качесто и хрипящий звук, в комплекте была бумажка с инструкцией по устранению проблемы со звуком, но это не помогло",5,2025-07-13,positive,0.74403315782547,0.0063375127501785755
,1,2025-07-13,neutral,0.01538639236241579,0.25866207480430603
"Наушники огонь ! Лучше во много раз чем мои старые. Громкость, удобно для ушей",5,2025-07-13,positive,0.9961548447608948,0.0010577640496194363
Очень классные и хорошие наушники. Хорошее звучание и отличный звук,5,2025-07-13,positive,0.9963896870613098,0.0019726473838090897
"Классные наушники! Не отличить от оригинала, за свою цену то что надо😊👐. Всё",5,2025-07-12,positive,0.996402382850647,0.0018056483240798116
"Быстро пришли ,работают хорошо",5,2025-07-12,positive,0.9951314926147461,0.0009807844180613756
Работает хорошо.. Звук чистый.,5,2025-07-12,positive,0.8236154913902283,0.0035059330984950066
Цена и Качествона на 5+👍Спасибо! 🤝Рекомендую!,5,2025-07-12,positive,0.98729008436203,0.0019397262949496508
"Отличные, мне очень нравятся, от оригинала не отличить",5,2025-07-12,positive,0.9962946772575378,0.0019198880763724446
"Хорошие наушники, пользуюсь уже месяц, работают как оригинал",5,2025-07-12,positive,0.9969045519828796,0.001280448166653514
"хорошие,звук хороший советую!!",5,2025-07-12,positive,0.9958023428916931,0.0019392764661461115
"Наушники  просто вау! Все прекрасно работает, чехол в подарок. Очень рада покупке. Спасибо продавцу☺️☺️",5,2025-07-12,positive,0.9970020651817322,0.0017781832721084356
"Очень жаль,что в коробке отсутствала зарядка к наушникам,хотя в комплект должна вхолить",4,2025-07-12,neutral,0.05445209518074989,0.10796158760786057
Всё,4,2025-07-12,positive,0.9767741560935974,0.005201766733080149
"очень классные наушники, пользуюсь постоянно, все нравится!! еще по хорошей цене",5,2025-07-12,positive,0.9971532821655273,0.0015148823149502277
Отличные наушники,5,2025-07-12,positive,0.994763970375061,0.001941637834534049
За эти деньги просто шик),5,2025-07-12,positive,0.9922158122062683,0.0009115035063587129
Хорошие наушники. Долго делать зарядка.хорошо слышно,5,2025-07-11,positive,0.9954884648323059,0.0012367279268801212
"Понравились наушники, продавец хороший",5,2025-07-11,positive,0.9950374960899353,0.0010070571443066
Звук,5,2025-07-11,positive,0.6104510426521301,0.029357785359025
"Все кайф. Нашуники топ , шумодав на высоте",5,2025-07-11,positive,0.9952026605606079,0.0012675788020715117
"Стильные наушники, классный чехол в подарок. К сожалению не очен хорошее звучание",4,2025-07-11,positive,0.9955692887306213,0.0014498637756332755
А так норм. Нету норм. Микрофон очень плохрй,3,2025-07-11,neutral,0.0212924312800169,0.22036200761795044
"отлично работают,звук тоже хороший",5,2025-07-11,positive,0.996051013469696,0.001791684073396027
Очень понравились спасибо продавцу рекомендую 👍,5,2025-07-11,positive,0.995971143245697,0.002075586002320051
"Наушники очень понравились, подключил быстро, звук вполне хороший.. Пришлось подождать из-за проблем с доставкой, но это в принципе мелочь",5,2025-07-11,positive,0.9972497820854187,0.0007293311064131558
"Советую покупать, отличный товар. Качество бомбовое, микрофон супер. У этого товара нет минусов",5,2025-07-11,positive,0.9949166774749756,0.0015212572179734707
"Здравствуйте! Хочу дополнить свой отзыв насчёт эйр подс 4. Слышимость очень хорошая, для экономии пользовалась по очереди, оба уха работают хорошо. Особенно хочу отметить обратную связь по ватсапп и как написано в листке вкладыше, есть бонус 100 рублей, реально получила. Спасибо",5,2025-07-11,positive,0.9949111342430115,0.0015127348015084863
"Очень хорошая футболка, жена довольна.",5,2025-07-11,positive,0.9961503744125366,0.0013314990792423487
"Отличное звучание, быстрая доставка",5,2025-07-11,positive,0.9960105419158936,0.0018982056062668562
"Прекрасно работают, быстро подключаются). Хотелось бы чуть более громкий микрофон",5,2025-07-11,positive,0.9973318576812744,0.001170654664747417
Its so goof. Nothing,5,2025-07-11,negative,0.001829170505516231,0.9086188077926636
"Спасибо продавцу , все было хорошо. Все понравилось, упоаковка , работают они очень хорошо,. Ничего все так !",5,2025-07-11,positive,0.997139573097229,0.0012662875233218074
"Пользуюсь уже 8 месяцев🩷 ни разу не подводили, очень хорошие наушники как оригинальные за такую цену👍👍👍",5,2025-07-11,positive,0.9963178634643555,0.0021708381827920675
"Сын доволен. Цена, качество, подарок",5,2025-07-10,positive,0.993306577205658,0.0009482238092459738
Супер наушники !,5,2025-07-10,positive,0.9965561628341675,0.0017019076040014625
Нравится анимация. Хороший звук,5,2025-07-10,positive,0.9957238435745239,0.0013857128797098994
Наушники работают хорошо. К покупке советую,5,2025-07-10,positive,0.9943663477897644,0.0009342609555460513
"Каждому свое, если не жалко денег и вы готовы смириться с некоторыми проблемами, которые я описал выше, то ок. Но а так, я бы поискал другой вариант.. Наушники выглядят близко к оригиналу, комплектация хорошая, визуально и тактильно все хорошо слелано и вроде как програмно стыкуется с айфоном, но есть «но», об этом ниже. Хорошо и громко играют, на мой взгляд. Приятный бонус в виде селиконого чехольчика.. Уже пользуюсь больше месяца и заметил некоторые проблемы при активном использовании.
1. В движении, например, ходьба пешком, если телефон (у меня айфон 15 про) находится в заднем кармане, то у одног, либо, у обоих наушников пропадает звучание на несколко секунд, пока телефон не возьмешь в руки перед собой, долгого и стабильного звучания нет.
2. «Но» - Проблема в програмном обеспечении, не коректное отображение уровня заряда наушников. На виджетах заряд все время разный, то 15%, через пару секунд 75%, но когда заходишь в настройки-подключения блутус, в описании подключения указан совсем другой уровень заряда, нежели на виджете, но там самое похожее на правду.
3.Наушники надо заряжать каждый день и если кейс сел, а наушники заряжены, то вы не сможете подключить телефон к ним. Вроде как все от кейса зависит. Когда ставишь на зарядку, кейс включается и только после этого происходит подключение, а уровень заряда самих наушников в этот момент близкий к 100%.",3,2025-07-10,neutral,0.22211076319217682,0.028269942849874496
"Хорошие наушники за хорошую цену , берите не пропадаете",5,2025-07-10,positive,0.996163010597229,0.0015824519796296954
"Принимайте возврат
Они не подходят для меня. Не понравилось. Ухи болят не удобно",3,2025-07-10,negative,0.001604736316949129,0.8030468225479126
Наушники очень классные🔥🔥🔥,5,2025-07-10,positive,0.95039302110672,0.0022689930628985167
Качество товара на высоте!,5,2025-07-10,positive,0.9867580533027649,0.0011176480911672115
"Звук чистый, заряжаются быстро, заряда кейса хватает на 2 дня.",5,2025-07-10,neutral,0.02963661402463913,0.08290610462427139
"Пишу отзыв после недели использования.
Сказать что я в восторге - ничего не сказать😁
За эти деньги , это идеальный вариант.
Все датчики рабочие.
С айфоном прекрасно синхронизируются (думаю и на телефонах с операционной системой android все будет нормально)
Отдельно выделю качество микрофона ,он даже очень хороший.
Приятные на ощупь, ну и конечно чехол тоже приятный бонус.
В настройках на телефоне все можно отрегулировать.
Отмечу также шумоподавление в плюсах.
Упаковка хорошая ( от оригинала точно не отлечите)
Звук и басс тоже на уровне.
Сирийник бьется на официальном сайте.
В общем , кто также не хочет покупать оригинальные за такой конский ценик , берите , останитесь добольны !. Если прям придераться , то датчик киванием головы не работает ( балл снимать за это не собираюсь , за такие деньги - это чудо чудесное!",5,2025-07-10,positive,0.9607297778129578,0.005376130808144808
"Ничего. Подключаются через раз, лагают, не работают как обещано, так еще и отзывы купленные. Само собой за такую цену ничего ожидать нельзя, но откуда тогда столько хороших отзывов? Ничего общего с картинкой и описанием(",1,2025-07-10,negative,0.0006909206858836114,0.9487231373786926
,1,2025-07-10,neutral,0.01538639236241579,0.25866207480430603
,1,2025-07-10,neutral,0.01538639236241579,0.25866207480430603
"Пользуюсь с удовольствием всё работает не зависает , очень удобные наушники , спасибо продавцу :)",5,2025-07-10,positive,0.9965994954109192,0.001800162368454039
"Очень понравились, советую. Хорошие наушники за свою цену",5,2025-07-09,positive,0.9967513084411621,0.0015728763537481427
Хороший продавец,5,2025-07-09,positive,0.9915825724601746,0.0020013111643493176
"Наушники понравились, ребенок потерял ориги, эти почти ничем не уступают на удивление, подруга заказала после нашей покупки. Все хорошо, быстрая доставка и наушники радуют",5,2025-07-09,positive,0.9964203834533691,0.0008261217153631151
"пришли аккуратно, целые, звук пока не пробовала, но надеюсь норм. работают, целые",5,2025-07-09,positive,0.992245614528656,0.0009046663763001561
"Классные наушники, быстро заряжаются и долго держится зарядка",5,2025-07-09,positive,0.9872564077377319,0.0014881123788654804
Иногда показывает разный заряд на кейсе и наушниках в одно и то же время,5,2025-07-09,neutral,0.00852400716394186,0.3584561049938202
Суперские 😍,5,2025-07-09,positive,0.9956424236297607,0.002362346975132823
"Отличные наушники, хороший звук, и слышимость для разговора! Я довольна! Зарядку держит долго.",5,2025-07-09,positive,0.9965704679489136,0.0020204216707497835
Отличные наушники!!,5,2025-07-09,positive,0.9958810806274414,0.0021481732837855816
Все работает замечательно. Отлично,5,2025-07-09,positive,0.9963095784187317,0.001983855152502656
Класс все прекрасно обслуживание хорошее,5,2025-07-09,positive,0.9956986904144287,0.0018519549630582333
"Берите. Бюджетные наушники, стоят своих денег",5,2025-07-09,positive,0.9879420399665833,0.0017512307967990637
отличное качество как оригинал сровнил все работает отлично без нареканий все хорошо советую,5,2025-07-09,positive,0.996167004108429,0.0020819103810936213
"Отличные наушники, звук хороший, как оригинал",5,2025-07-08,positive,0.9962084293365479,0.0019435007125139236
"Все четко,товар бомба. Звук афигенныый без нариканий. Все супер",5,2025-07-08,positive,0.9965177774429321,0.002055227756500244
Хороший товар,5,2025-07-08,positive,0.9525895118713379,0.00208195555023849
Товар хороший!,5,2025-07-08,positive,0.9732657670974731,0.0013593703042715788
Отличный сервис 💪,5,2025-07-08,positive,0.9961878657341003,0.001907621743157506
"За эти деньги топ, практически не отличимый от оригинала. Не вижу смысла переплачивать за бренд. Посмотрим сколько батарея проживет и прочее. Анимация и распознование как у оригинальных. В анимации процент заряда иногда показывает ерунду",5,2025-07-08,neutral,0.058681655675172806,0.0781305804848671
"Хорошо, спасибо",5,2025-07-08,positive,0.9953672885894775,0.001550079439766705
"Качество звука отличное,брала сыну ,заценил.Все отлично. Доставка быстрая",5,2025-07-08,positive,0.9970292448997498,0.0014134651282802224
"Звук хороший, все работает, по поводу функции шумоподавление и прозрачность, не понятно как работает 😂 или я глухой не пойму разницы а так топ",5,2025-07-08,positive,0.5139374136924744,0.019693268463015556
"Афигенные наушники ребят, мне все супер понравилось. все 5 звезд заслужено",5,2025-07-08,positive,0.996051013469696,0.002457601949572563
хороший звук,5,2025-07-08,positive,0.9872668385505676,0.0015402794815599918
Очень хорошая реплика советую,5,2025-07-08,positive,0.9936634302139282,0.002017167629674077
Не работают микрафон,1,2025-07-08,neutral,0.0075397430919110775,0.36578619480133057
Все хорошый,5,2025-07-08,positive,0.9954813718795776,0.0018673535669222474
,3,2025-07-08,neutral,0.01538639236241579,0.25866207480430603
"Прекрасное звучаение,очень довольна)",5,2025-07-08,positive,0.9967725872993469,0.001496541895903647
"Всё хорошо, качество супер.. Качество супер, сыну понравились",5,2025-07-08,positive,0.9968854784965515,0.0014212438836693764
"Звук бассистый, кейс все отлично , заряжает, заряжается. Сами наушники тоже держат заряд хорошо, бывает на ночь забываю вставить в кейс, с утра еще заряжен, помогает найти наушник))",5,2025-07-08,positive,0.9966302514076233,0.0009481110027991235
"очень крутые наушники! заказываю второй раз, все супер!",5,2025-07-08,positive,0.9965576529502869,0.0021626397501677275
"Хороший звук в подарок положили чехол кабель для зарядки,все замечательно",5,2025-07-07,positive,0.9958686828613281,0.001327513251453638
"Связался с продавцом - предложили оставить положительный отзыв с 5 звёздами в обмен на возврат денег, при этом наушники можно было бы не возвращать. Отказался участвовать в обмане других людей.
⚠️ Обратите внимание: фото товара в карточке взяты из интернета и не соответствуют реальности, сам продавец это подтвердил.
Не рекомендую. Если бы всё было честно и качественно - с радостью бы оставил хороший отзыв, но увы, товар и поведение продавца не оставляют выбора.. К сожалению, ничего.. 1.	Наушники оказались с браком.
	2.	Заявленные функции (шумоподавление, сенсор громкости, режим прозрачности и др.) не работают.
	3.	Конструкция неудобная - натирает ухо.
	4.	Гарантия указана но не подтверждена.
	5.	В переписке продавец предложил оставить положительный отзыв в обмен на возврат средств.",1,2025-07-07,negative,0.0008869201992638409,0.9308856129646301
Отличный звук,5,2025-07-07,positive,0.9955239295959473,0.0016957127954810858
"Сначала не разобрался,продавец помог и все внятно рассказал .Я доволен наушниками ,звук прекрасный!",5,2025-07-06,positive,0.9942055344581604,0.0011086303275078535
Все отлично работает,5,2025-07-06,positive,0.9958938360214233,0.0020311125554144382
,1,2025-07-06,neutral,0.01538639236241579,0.25866207480430603
"При смене амбишур, одна из них порвалась и осталась жесткая часть, которую очень тяжело снять, плюс при каждом подключении вылезает анимация на телефоне. Ничего. Огромные",1,2025-07-06,negative,0.0008277576416730881,0.9145315289497375
"Звук объемный и без шумов, нет шипения или скрипа, товар супер",5,2025-07-05,positive,0.9966151118278503,0.0015202774666249752
"Товар пришел в срок,аккуратно упакован.",5,2025-07-05,positive,0.9896949529647827,0.001165917026810348
"Наушники работают по отдельности,вместе не играют,приходиться ходить с одним",1,2025-07-05,neutral,0.009608227759599686,0.4059922695159912
"Здравствуйте🙂Оставляю честный отзыв. Хочу подробнее расскзаать, может кому будет полезно , чтобы сразу не паниковали . Давно хотела купить наушники, и всё никак. И тут пришло в голову заказать , нашла вас, заказала . Пришли позавчера , забрала , переживала так как бывает что приходить товар с браком , и не хотелось бы оказаться в том числе. В итоге , все как обычно , подключила , проверила как звучат наушники , была в восторге от качества звука . Потом поговорила по тел долгое время . Закончилась зарядка на наушниках. И тут самое интересное. Поставила на зарядку , пошла делать свои дела , забыла даже про них , простояли долгое время, после подошла к ним , смотрю не зарядились , думаю что такое , и так и сяк никак немогу зарядить . И тут мурашки прошлись , думаю ну всё конец, брак попался 😁Начала паниковать , так как я не люблю всякие возвраты и лишнюю суету. Написала в поддержку в ВБ, естественно нужно было подождать какое то время для ответа . Но у меня уже настроение испорчено было , прошлась по отзывам , увидела что такая проблема была уже у кого то . Но там к сожалению отзыв оставили плохой не успев разобраться . Тем временем я написала в ватсап представителям данной продукции . И на мое удивление мне ответили быстро . И оказалось что проблема была всего лишь в зарядном блоке . Что на китайские наушники не подходят зарядные блоки оригиналы продукции Apple 🤷🏼‍♀️Вот и вся проблема оказалась . Хорошо что не стала сразу оформлять возвраты и т.д , а просто дождалась помощи , потому что я не разбиралась в этом . К чему я это , иногда нужно просто проявить терпение и сразу не рубить сплеча . А наушники оказались хорошего качества за свои деньги 👍🏼СПАСИБО ВАМ БОЛЬШОЕ 🥰",5,2025-07-04,neutral,0.1688167303800583,0.09691501408815384
"Какой то шум , но он не мешает",4,2025-07-04,positive,0.6389060616493225,0.04998049885034561
"Всë так же, отличные наушники, всë хорошо",5,2025-07-04,positive,0.9968441724777222,0.0016147249843925238
Товар понравился 🙏,5,2025-07-04,positive,0.9740591645240784,0.002975193317979574
"не держат зарядку,заряжаю кейс каждый день,шумоподавления и все эти функции тоже не работают,шнур в комплекте тоже не работает,да и зарядку показывает не правильно,я бы больше не брал!!",1,2025-07-04,negative,0.0022697208914905787,0.9144415855407715
Наушники хорошие. Но провод для зарядки не работает 😔,5,2025-07-04,neutral,0.18075215816497803,0.0581420473754406
Забыла устроиство и подключила занова ииии все заработало! Почему то выходида ршиибка . И на удивление звук микрофона намного лучше чем на предыдуших(другого продавца),5,2025-07-04,neutral,0.07093331962823868,0.1449286788702011
"Минусов не нашел, все устраивает. Спасибо за подарок.. Все",5,2025-07-04,positive,0.9666498899459839,0.0011423962423577905
"Все понравилось, звук достойный. Единственное супруга отжала)) пришлось ещё одни покупать. Все",5,2025-07-04,positive,0.9959322810173035,0.0019411357352510095
"Нетчего. Зарядка не работает, пишет разные праценты заряда.играет музыка которая я не включаю, а что я вклчаю он зьрасыват ужас а не наушники",1,2025-07-04,negative,0.00043255696073174477,0.9829439520835876
Никому не советую. Плюсы были только в начале использования. Через +- месяц наушники перестали подключаться и в общем включатся даже после зарядки они не включались во вторых кейс не подходит от слова совсем,1,2025-07-04,negative,0.00044594451901502907,0.9888477325439453
Нормально,4,2025-07-04,positive,0.7019397020339966,0.007291670423001051
"наушники очень удобные, звук хороший, все нравится, но спустя время использования началась проблема с кейсом, как я поняла. кейс просто перестает работать и не заряжается, индикатор мигает оранжевым и заряжаться не хочет. если можно было бы решить эту проблему, то поставила бы 5 звёзд",3,2025-07-04,neutral,0.027569545432925224,0.16301153600215912
"Звук на свои деньги неплохой. Но, из-за особенностей конструкции и очень легкого веса, совершенно не держатся в ушах (постоянно выпадают).",1,2025-07-04,neutral,0.02555876225233078,0.07095302641391754
Всегда пользуюсь вашим сервисом и всегда довольна 👍,5,2025-07-04,positive,0.9953737854957581,0.00236572977155447
"Спустя пару дней, левый наушник перестал нормально держать заряд, впринципе как и сам кейс.. расстроилась😞
Написала в поддержку, обьяснила ситуацию, по итогу продавец одобрил возврат за что очень благодарна🙌🏻
Спасибо большое❤️
Надеюсь больше такого со мной не случится😅",5,2025-07-03,negative,0.004204222932457924,0.7893322706222534
Чудесные наушники! Всем советую. Звучание отличное даже на низком заряде. Заряжаются очень быстро. И без зарядки работают около 6-7 часоч,5,2025-07-03,positive,0.9965755343437195,0.0020836840849369764
"Суперские, пока работают 🤣",5,2025-07-03,positive,0.9940176010131836,0.0017298476304858923
Суперские наушники! Звук суперский спасибо огромное прадовцу!,5,2025-07-03,positive,0.9959989786148071,0.002426549792289734
Очень хорошие наушники суперские слушаю с удовольствием спасибо огромное продовцу!,5,2025-07-03,positive,0.9962425231933594,0.0022614197805523872
очень классные наушники! я в восторге,5,2025-07-03,positive,0.9966038465499878,0.0018256395123898983
👍. Рекомендую. Нет минусоа,5,2025-07-03,positive,0.9947540760040283,0.0024051833897829056
"Получил, норм работают, звук кейс сами наушники все четко, я доволен. Выглядят добротно",5,2025-07-02,positive,0.9965147376060486,0.0010520429350435734
"Звук понравился, подключила быстро, рада",5,2025-07-02,positive,0.9959192872047424,0.0011774642625823617
"Очень довольна покупкой , даже не ожидала. Все работает , звук отличный , заряку держит долго. Отличные наушники для такой цены 👍",5,2025-07-02,positive,0.9969164133071899,0.0016607509460300207
"Хочу также отметить, что наушники очень удобны в ношении, не выпадают при беге. Зарядку держат долго. При длительных телефонных разговорах замечаний не обнаружилось.",5,2025-07-02,positive,0.989733874797821,0.0009758572559803724
Периодически отключается звук - нужно опять активировать касанием.,3,2025-07-02,positive,0.6950891017913818,0.04361928999423981
"Звук хороший наушники понравились , посмотрим что будет с ними дальше. Когда на всей громкости слушал музыку с левого наушника звук пропадал",5,2025-07-01,positive,0.9371483325958252,0.005449816584587097
Рекомендую к покупке! Зарядку держат долго.,5,2025-07-01,positive,0.9950120449066162,0.0022643515840172768
"Звук чистый как у оригинала, есть возможность выбирать режим звучания, так же заряд держат достаточно долго и самая крутая фишка что, они отображаются в локаторе и в любой момент можно увидеть местоположение наушников!
Покупкой крайне довольна, спасибо продавцу 🤗👍🌟",5,2025-07-01,positive,0.9964185953140259,0.0014136580284684896
,2,2025-07-01,neutral,0.01538639236241579,0.25866207480430603
"Басистый звук,даже после настройки звука,как советует продавец,отзывы куплены за сотку,не понимаю похвалы данным наушникам,басят ужасно. Визуалочку сделали,приятный пластик и анимацию аля оригинал. Покупают не за приятный кейс,а за более менее хотя бы качесвенный звук,не советую.",2,2025-07-01,neutral,0.007115856744349003,0.36845120787620544
