text,rating,date
"Каждому свое, если не жалко денег и вы готовы смириться с некоторыми проблемами, которые я описал выше, то ок. Но а так, я бы поискал другой вариант.. Наушники выглядят близко к оригиналу, комплектация хорошая, визуально и тактильно все хорошо слелано и вроде как програмно стыкуется с айфоном, но есть «но», об этом ниже. Хорошо и громко играют, на мой взгляд. Приятный бонус в виде селиконого чехольчика.. Уже пользуюсь больше месяца и заметил некоторые проблемы при активном использовании.
1. В движении, например, ходьба пешком, если телефон (у меня айфон 15 про) находится в заднем кармане, то у одног, либо, у обоих наушников пропадает звучание на несколко секунд, пока телефон не возьмешь в руки перед собой, долгого и стабильного звучания нет.
2. «Но» - Проблема в програмном обеспечении, не коректное отображение уровня заряда наушников. На виджетах заряд все время разный, то 15%, через пару секунд 75%, но когда заходишь в настройки-подключения блутус, в описании подключения указан совсем другой уровень заряда, нежели на виджете, но там самое похожее на правду.
3.Наушники надо заряжать каждый день и если кейс сел, а наушники заряжены, то вы не сможете подключить телефон к ним. Вроде как все от кейса зависит. Когда ставишь на зарядку, кейс включается и только после этого происходит подключение, а уровень заряда самих наушников в этот момент близкий к 100%.",3,2025-07-10
"Хорошие наушники за хорошую цену , берите не пропадаете",5,2025-07-10
"Принимайте возврат
Они не подходят для меня. Не понравилось. Ухи болят не удобно",3,2025-07-10
Наушники очень классные🔥🔥🔥,5,2025-07-10
Качество товара на высоте!,5,2025-07-10
"Звук чистый, заряжаются быстро, заряда кейса хватает на 2 дня.",5,2025-07-10
"Пишу отзыв после недели использования.
Сказать что я в восторге - ничего не сказать😁
За эти деньги , это идеальный вариант.
Все датчики рабочие.
С айфоном прекрасно синхронизируются (думаю и на телефонах с операционной системой android все будет нормально)
Отдельно выделю качество микрофона ,он даже очень хороший.
Приятные на ощупь, ну и конечно чехол тоже приятный бонус.
В настройках на телефоне все можно отрегулировать.
Отмечу также шумоподавление в плюсах.
Упаковка хорошая ( от оригинала точно не отлечите)
Звук и басс тоже на уровне.
Сирийник бьется на официальном сайте.
В общем , кто также не хочет покупать оригинальные за такой конский ценик , берите , останитесь добольны !. Если прям придераться , то датчик киванием головы не работает ( балл снимать за это не собираюсь , за такие деньги - это чудо чудесное!",5,2025-07-10
"Ничего. Подключаются через раз, лагают, не работают как обещано, так еще и отзывы купленные. Само собой за такую цену ничего ожидать нельзя, но откуда тогда столько хороших отзывов? Ничего общего с картинкой и описанием(",1,2025-07-10
,1,2025-07-10
,1,2025-07-10
"Пользуюсь с удовольствием всё работает не зависает , очень удобные наушники , спасибо продавцу :)",5,2025-07-10
"Очень понравились, советую. Хорошие наушники за свою цену",5,2025-07-09
Хороший продавец,5,2025-07-09
"Наушники понравились, ребенок потерял ориги, эти почти ничем не уступают на удивление, подруга заказала после нашей покупки. Все хорошо, быстрая доставка и наушники радуют",5,2025-07-09
"пришли аккуратно, целые, звук пока не пробовала, но надеюсь норм. работают, целые",5,2025-07-09
"Классные наушники, быстро заряжаются и долго держится зарядка",5,2025-07-09
Иногда показывает разный заряд на кейсе и наушниках в одно и то же время,5,2025-07-09
Суперские 😍,5,2025-07-09
"Отличные наушники, хороший звук, и слышимость для разговора! Я довольна! Зарядку держит долго.",5,2025-07-09
Отличные наушники!!,5,2025-07-09
Все работает замечательно. Отлично,5,2025-07-09
Класс все прекрасно обслуживание хорошее,5,2025-07-09
"Берите. Бюджетные наушники, стоят своих денег",5,2025-07-09
отличное качество как оригинал сровнил все работает отлично без нареканий все хорошо советую,5,2025-07-09
"Отличные наушники, звук хороший, как оригинал",5,2025-07-08
"Все четко,товар бомба. Звук афигенныый без нариканий. Все супер",5,2025-07-08
Хороший товар,5,2025-07-08
Товар хороший!,5,2025-07-08
Отличный сервис 💪,5,2025-07-08
"За эти деньги топ, практически не отличимый от оригинала. Не вижу смысла переплачивать за бренд. Посмотрим сколько батарея проживет и прочее. Анимация и распознование как у оригинальных. В анимации процент заряда иногда показывает ерунду",5,2025-07-08
"Хорошо, спасибо",5,2025-07-08
"Качество звука отличное,брала сыну ,заценил.Все отлично. Доставка быстрая",5,2025-07-08
"Звук хороший, все работает, по поводу функции шумоподавление и прозрачность, не понятно как работает 😂 или я глухой не пойму разницы а так топ",5,2025-07-08
"Афигенные наушники ребят, мне все супер понравилось. все 5 звезд заслужено",5,2025-07-08
хороший звук,5,2025-07-08
Очень хорошая реплика советую,5,2025-07-08
Не работают микрафон,1,2025-07-08
Все хорошый,5,2025-07-08
,3,2025-07-08
"Прекрасное звучаение,очень довольна)",5,2025-07-08
"Всё хорошо, качество супер.. Качество супер, сыну понравились",5,2025-07-08
"Звук бассистый, кейс все отлично , заряжает, заряжается. Сами наушники тоже держат заряд хорошо, бывает на ночь забываю вставить в кейс, с утра еще заряжен, помогает найти наушник))",5,2025-07-08
"очень крутые наушники! заказываю второй раз, все супер!",5,2025-07-08
"Хороший звук в подарок положили чехол кабель для зарядки,все замечательно",5,2025-07-07
"Связался с продавцом - предложили оставить положительный отзыв с 5 звёздами в обмен на возврат денег, при этом наушники можно было бы не возвращать. Отказался участвовать в обмане других людей.
⚠️ Обратите внимание: фото товара в карточке взяты из интернета и не соответствуют реальности, сам продавец это подтвердил.
Не рекомендую. Если бы всё было честно и качественно - с радостью бы оставил хороший отзыв, но увы, товар и поведение продавца не оставляют выбора.. К сожалению, ничего.. 1.	Наушники оказались с браком.
	2.	Заявленные функции (шумоподавление, сенсор громкости, режим прозрачности и др.) не работают.
	3.	Конструкция неудобная - натирает ухо.
	4.	Гарантия указана но не подтверждена.
	5.	В переписке продавец предложил оставить положительный отзыв в обмен на возврат средств.",1,2025-07-07
Отличный звук,5,2025-07-07
"Сначала не разобрался,продавец помог и все внятно рассказал .Я доволен наушниками ,звук прекрасный!",5,2025-07-06
Все отлично работает,5,2025-07-06
,1,2025-07-06
"При смене амбишур, одна из них порвалась и осталась жесткая часть, которую очень тяжело снять, плюс при каждом подключении вылезает анимация на телефоне. Ничего. Огромные",1,2025-07-06
"Звук объемный и без шумов, нет шипения или скрипа, товар супер",5,2025-07-05
"Товар пришел в срок,аккуратно упакован.",5,2025-07-05
"Наушники работают по отдельности,вместе не играют,приходиться ходить с одним",1,2025-07-05
"Здравствуйте🙂Оставляю честный отзыв. Хочу подробнее расскзаать, может кому будет полезно , чтобы сразу не паниковали . Давно хотела купить наушники, и всё никак. И тут пришло в голову заказать , нашла вас, заказала . Пришли позавчера , забрала , переживала так как бывает что приходить товар с браком , и не хотелось бы оказаться в том числе. В итоге , все как обычно , подключила , проверила как звучат наушники , была в восторге от качества звука . Потом поговорила по тел долгое время . Закончилась зарядка на наушниках. И тут самое интересное. Поставила на зарядку , пошла делать свои дела , забыла даже про них , простояли долгое время, после подошла к ним , смотрю не зарядились , думаю что такое , и так и сяк никак немогу зарядить . И тут мурашки прошлись , думаю ну всё конец, брак попался 😁Начала паниковать , так как я не люблю всякие возвраты и лишнюю суету. Написала в поддержку в ВБ, естественно нужно было подождать какое то время для ответа . Но у меня уже настроение испорчено было , прошлась по отзывам , увидела что такая проблема была уже у кого то . Но там к сожалению отзыв оставили плохой не успев разобраться . Тем временем я написала в ватсап представителям данной продукции . И на мое удивление мне ответили быстро . И оказалось что проблема была всего лишь в зарядном блоке . Что на китайские наушники не подходят зарядные блоки оригиналы продукции Apple 🤷🏼‍♀️Вот и вся проблема оказалась . Хорошо что не стала сразу оформлять возвраты и т.д , а просто дождалась помощи , потому что я не разбиралась в этом . К чему я это , иногда нужно просто проявить терпение и сразу не рубить сплеча . А наушники оказались хорошего качества за свои деньги 👍🏼СПАСИБО ВАМ БОЛЬШОЕ 🥰",5,2025-07-04
"Какой то шум , но он не мешает",4,2025-07-04
"Всë так же, отличные наушники, всë хорошо",5,2025-07-04
Товар понравился 🙏,5,2025-07-04
"не держат зарядку,заряжаю кейс каждый день,шумоподавления и все эти функции тоже не работают,шнур в комплекте тоже не работает,да и зарядку показывает не правильно,я бы больше не брал!!",1,2025-07-04
Наушники хорошие. Но провод для зарядки не работает 😔,5,2025-07-04
Забыла устроиство и подключила занова ииии все заработало! Почему то выходида ршиибка . И на удивление звук микрофона намного лучше чем на предыдуших(другого продавца),5,2025-07-04
"Минусов не нашел, все устраивает. Спасибо за подарок.. Все",5,2025-07-04
"Все понравилось, звук достойный. Единственное супруга отжала)) пришлось ещё одни покупать. Все",5,2025-07-04
"Нетчего. Зарядка не работает, пишет разные праценты заряда.играет музыка которая я не включаю, а что я вклчаю он зьрасыват ужас а не наушники",1,2025-07-04
Никому не советую. Плюсы были только в начале использования. Через +- месяц наушники перестали подключаться и в общем включатся даже после зарядки они не включались во вторых кейс не подходит от слова совсем,1,2025-07-04
Нормально,4,2025-07-04
"наушники очень удобные, звук хороший, все нравится, но спустя время использования началась проблема с кейсом, как я поняла. кейс просто перестает работать и не заряжается, индикатор мигает оранжевым и заряжаться не хочет. если можно было бы решить эту проблему, то поставила бы 5 звёзд",3,2025-07-04
"Звук на свои деньги неплохой. Но, из-за особенностей конструкции и очень легкого веса, совершенно не держатся в ушах (постоянно выпадают).",1,2025-07-04
Всегда пользуюсь вашим сервисом и всегда довольна 👍,5,2025-07-04
"Спустя пару дней, левый наушник перестал нормально держать заряд, впринципе как и сам кейс.. расстроилась😞
Написала в поддержку, обьяснила ситуацию, по итогу продавец одобрил возврат за что очень благодарна🙌🏻
Спасибо большое❤️
Надеюсь больше такого со мной не случится😅",5,2025-07-03
Чудесные наушники! Всем советую. Звучание отличное даже на низком заряде. Заряжаются очень быстро. И без зарядки работают около 6-7 часоч,5,2025-07-03
"Суперские, пока работают 🤣",5,2025-07-03
Суперские наушники! Звук суперский спасибо огромное прадовцу!,5,2025-07-03
Очень хорошие наушники суперские слушаю с удовольствием спасибо огромное продовцу!,5,2025-07-03
очень классные наушники! я в восторге,5,2025-07-03
👍. Рекомендую. Нет минусоа,5,2025-07-03
"Получил, норм работают, звук кейс сами наушники все четко, я доволен. Выглядят добротно",5,2025-07-02
"Звук понравился, подключила быстро, рада",5,2025-07-02
"Очень довольна покупкой , даже не ожидала. Все работает , звук отличный , заряку держит долго. Отличные наушники для такой цены 👍",5,2025-07-02
"Хочу также отметить, что наушники очень удобны в ношении, не выпадают при беге. Зарядку держат долго. При длительных телефонных разговорах замечаний не обнаружилось.",5,2025-07-02
Периодически отключается звук - нужно опять активировать касанием.,3,2025-07-02
"Звук хороший наушники понравились , посмотрим что будет с ними дальше. Когда на всей громкости слушал музыку с левого наушника звук пропадал",5,2025-07-01
Рекомендую к покупке! Зарядку держат долго.,5,2025-07-01
"Звук чистый как у оригинала, есть возможность выбирать режим звучания, так же заряд держат достаточно долго и самая крутая фишка что, они отображаются в локаторе и в любой момент можно увидеть местоположение наушников!
Покупкой крайне довольна, спасибо продавцу 🤗👍🌟",5,2025-07-01
,2,2025-07-01
"Басистый звук,даже после настройки звука,как советует продавец,отзывы куплены за сотку,не понимаю похвалы данным наушникам,басят ужасно. Визуалочку сделали,приятный пластик и анимацию аля оригинал. Покупают не за приятный кейс,а за более менее хотя бы качесвенный звук,не советую.",2,2025-07-01
,1,2025-07-01
К товару претензий нет. Доставили без задержек. Отличные наушники за свою цену .,5,2025-07-01
,1,2025-07-01
Все отлично!,5,2025-06-30
всё имба. звук басистый,5,2025-06-30
"Разочарована.. Одно ухо не работает.Звук низкий.В комплекте нет шнура зарядки , что тоже неудобно.",2,2025-06-30
"Пришли хорошо упаковано, за это отдельное спасибо🙏💕. 
Всё работаеи, хорошо держит зарядку. Звук в наушниках не очень понравился.",5,2025-06-30
Пока нормальные. Почему то не могу посмотреть заряд наушников,4,2025-06-30
Кейс хватает чтобы один раз зарядить наушники,2,2025-06-30
"Наушники работают отлично, мигом подключаются, есть анимация как в оригинале.",5,2025-06-30
"Также очень хорошая упаковка товара. Провод в комплекте работает, чехол приятный на ощупь.",5,2025-06-30
Все время хрень какаято с наушниками блин,2,2025-06-29
"Какой-то треск при прослушивании, нет стерео",3,2025-06-29
"Звучат громко качество хорошее, чехол неочень.",5,2025-06-29
не суветую их брать. звучит супер. перестали работать через 2 месяца использования наушников,5,2025-06-29
"Все время надо поправлять, впихивать в ухо постоянно в это время ставится на паузу из за сенсора сырое нужна доработка наушников",3,2025-06-29
Очень чёткий звук и хороший мне понравилось 😍,5,2025-06-29
"Наушники конечно хорошие,все пришло запечатано,с айфоном подружился мгновенно,качество музыки шикарное,думал будет хуже!спасибо продавцу за быструю доставку и качественный товар!советую",5,2025-06-29
"Наушники хорошо работают, звук чистый",5,2025-06-29
идеальные,5,2025-06-29
"Ваша команда отлично работает, спасибо за заботу о клиентах! Я сомневался в выборе наушников, но теперь не жалею, что выбрал именно Вас! Рекомендую всем!",5,2025-06-28
"Наушники пришли быстро, меньше чем за сутки, доставкой доволен.",5,2025-06-28
"Сегодня использовала наушники целый день. И ВАУ! Заряд держится даже дольше заявленного! Я еле раз убедилась, что сделала отличный выбор, продавцу огромное спасибо!",5,2025-06-28
Хорошо выглядеть. Звук не слышен чётко. Звучит как-то шумно.,2,2025-06-28
,3,2025-06-28
"Звук хороший. Теряют связь, находясь в одном помещении , кейс не держит заряд ( 1 раз можно севшие наушники перезарядить в нем только)",3,2025-06-28
"Включила, все работает, отличный звук",5,2025-06-28
Единственый минус это он не правильно зарядку показывает а с вас остольное на высшем уровне,5,2025-06-27
"Хороший звук, как оригинал, пришли быстро всем довольна",5,2025-06-27
Хорошие наушники,5,2025-06-27
Хороший товар,5,2025-06-27
"Второй раз беру эти наушники (одни потерял) и как всегда всё отлично, звук очень чистый, зарядку долго держат, продавца советую. Всё",5,2025-06-27
,3,2025-06-27
Наушники бомба.качество супер.советую продавца.,5,2025-06-27
"Сами по себе наушники очень громкие, звук в них качественный, максимально схожи с оригиналом, приятная цена, коробка также максимально похожа на оригинальную, наушники пришли в целости и сохранности, также в коробке от наушников лежат все инструкции, точно также как у оригинала. Рекомендую товар к покупке!!!. большое спасибо продавцу, за прекрасный товар, наушники не отличить от оригинала, хорошая комплектация, чехол в подарок, есть инструкция, всё хорошо запакована, наушники пришли заряженные!. ￼минусов нету",5,2025-06-27
Советую магазин и этот товар,5,2025-06-26
Кайфовые! Мне очень нравятся,5,2025-06-26
очень хоршии наушники,5,2025-06-26
Через 1.5 месяца использования сдомались. Звук изначально был очень плохой не рекомендую,1,2025-06-26
"Нормальные наушники, за эти деньги просто отличные!) естественно шумодав и фишки настоящих airpods 4 никаких нету) надеюсь люди это понимают😂
О главном, хорошо играют, подключились без проблем, анимация как у оригинала, батарейки держат, беспроводная зарядка работает, микрофоны работают🙂 в общем за эту сумму идеально! Детям самое то, потому что теряют они их также просто, как оригинальные😂. Цена",5,2025-06-26
"Послушала музыку один день,наушники сели,зарядила и больше не работают,нажимаю на кнопку горит красным,ни на что не реагируют",1,2025-06-26
"Звук, материал, оригинальная анимация",5,2025-06-26
"Очень хорошие наушники, звук как у оригинала !. звук. никаких минусов",5,2025-06-26
"Отличный звук, покупаю не в первый раз, рекомендую 👍. Всё супер",5,2025-06-26
"Отличные наушники, спасибо большое 👍",5,2025-06-26
"Отличные наушники, всем советую. Качество очень лучшее. 👍",5,2025-06-26
Пришло два разных наушника в одном кейсе брак. Два разных наушника в одном кейсе,1,2025-06-25
Купил сегодня 3 часа воспользовался и зардяка села поставил на зардяку Не заряжается !! Либо попался бракованный либо отзывы фальшивые,1,2025-06-25
"амбюшюр не вытащить , звук плохой. ничего. звук плохой",1,2025-06-25
"Пришло быстро. Удобные. Работают отлично, подключаются быстро. —",5,2025-06-25
,5,2025-06-25
,1,2025-06-25
,1,2025-06-25
"Пришли в идеальном состоянии,",5,2025-06-25
"наушники просто отпад. Слушаю и кайфую от такого звука. Подключились очень быстро, как в оригинале. Всем советую!",5,2025-06-25
"всё хорошо упакованно , хороший звук. Но сидят в ушах ужасно",5,2025-06-24
звук хороший. нет анимаций как заявленно в карточке товара и нет функций шумоподавления,4,2025-06-24
,1,2025-06-24
"Хорошие наушники, звук отличный, держат заряд долго, быстро заряжаются.",5,2025-06-24
очень хорошие наушники,5,2025-06-24
"Уже как несколько раз покупаю у них товары,все товары работают замечательно,всем советую еще раз!",5,2025-06-24
Все,5,2025-06-24
,1,2025-06-24
"Чудесные наушники ,мне очент понравились 🥰🥰🥰",5,2025-06-24
Прошел месяц проблем не обнаружил все хорошо заряд держит долго,5,2025-06-24
Для XR подошли. Всё отлично.,5,2025-06-24
Очень классно,5,2025-06-24
Небольшая поправка. Провод нашелся. 👍🏼👍🏼,5,2025-06-24
,3,2025-06-24
Супер,5,2025-06-24
Довольна покупкой!!!!. Звук отличный!Упаковка порадовала),5,2025-06-24
"пользуюсь 8 месяцев. всё утраивает. только выбешивает иногда, когда от касания волос или непонятно от чего наушники сами ставят музыку на паузу.",5,2025-06-23
"отличный товар, довольна покупкой 🥰",5,2025-06-23
очень крутые наушники,5,2025-06-23
хорошие наушники 🥹,5,2025-06-23
"отдельное благодарность за чехол, приятный бонус). качество звука",5,2025-06-23
"Идеальный звук,рекомендую",5,2025-06-23
"Спасибо за обратную связь, удачных продаж 👍🏻 обязательно вернемся к вам еще",5,2025-06-23
"Даже в дождь, наушники выполняют свою функцию",5,2025-06-23
"Отзыв спустя месяц использования. Звук у наушников качественный и очень хороший, бассы приятные, сбалансированный, с частотами тоже все в порядке, шумоподавление работает, заряд держат нормально, в локаторе отображаются. В подарок положили чехол к кейсу. Комплектация",5,2025-06-23
"Наушники превзошли ожидания по качеству звука. Не отключаются, все работает исправно",5,2025-06-23
"Шикарный звук наушников не оставит вас равнодушными, я ожидал что угодно но я был шокирован",5,2025-06-23
"Отличный товар,нашунки просто шик,рекомендую к покупке",5,2025-06-23
"Шумоподавления , нажатие на наушник меняет диапазон звука. Звук отличный",5,2025-06-22
"Можно докинуть и купить по лучше. Басы есть но слишком много
Цена качество .",3,2025-06-22
Все отлично! Спасибо вам за быструю доставку и просто лучшие наушники!!!!👍👍👍👍🔥🔥🔥🔥🔥,5,2025-06-22
"наушники понравились,продавца рекомендую",5,2025-06-22
"Служба поддержки работает замечательно! Была проблема, но все быстро решилось! Огромное спасибо за понимание и такое отношение к клиентам ❤️💥",5,2025-06-22
,1,2025-06-22
"к покупке советую, тем более за такую приятную цену. -пришли в идеальном состоянии, коробка не мятая;
-чехол для наушников присутствует;
-удобство: до этого были наушники по типу вторых аирподсов, третьи также удобно лежат в ухе как прошлые;
-выглядят очень красиво и минималистично. -функция с сенсорным управлением остановки и переключения музыки прекрасно работает только на оевом наушнике, на правом через раз",5,2025-06-21
"Наушники самые ужасные которые я когда либо заказывала, в ушах не держутся от слово совсем",1,2025-06-21
цена. лагают,4,2025-06-21
"качественно сделан товар, все устроило. Прекрасный звук.",5,2025-06-21
"Спасибо прадовцу за качество. Рекомендую!. Идеальные наушники, ничем не хуже оригинала!Чёрный чехол в подарок—супер!Отлично работаю, надеюсь и дальше они будут радовать меня так же!",5,2025-06-21
"Качественный товар,  полностью соответствует описанию . Ребёнок счастлив.  Рекомендую",5,2025-06-20
Отличное качество наушников,5,2025-06-20
"все супер, рекомендую. товар супер, нету ни скрипа ни чего, звук объемный и чистый
да еще подарок положили",5,2025-06-20
"Думал, что оставлю достойный отзыв, поначалу всё было замечательно, но они перестали заряжаться буквально через полтора месяца использования. Не рекомендую. Ничего. Кейс от наушников умер через полтора месяца",1,2025-06-19
"Понравилось все, спасибо продавцу)",5,2025-06-19
Соответствует описанию.,5,2025-06-19
Хорошие наушники!,5,2025-06-19
Очень качественный товар.,5,2025-06-19
Супер! Отличное качество наушников за недорогую цену!,5,2025-06-19
Плохое качество или брак. Звук хорошой. Перетсали заряжятся после пару доей использования,1,2025-06-19
Полностью доволен товаром,5,2025-06-19
,2,2025-06-19
Мне очень нравятся,5,2025-06-19
"Удобные, звук хороший . Чехол в подарок. Заказывла ниже версией, нет нареканий , анимация и синхронизация. В этих нет анимации, при подключении к блютузу выскакивает 2 устройства для подключения (получается 1 и 2 наушник ) подключаю оба поет один, по очередно . Пыталась переподключать. Не понятно как синхронизировать, поошарила интернет, нет на сенсорном управлении самих наушников вкл/выкл. Грустно",3,2025-06-19
"советую, лучший продавец, товар пришел в полноц сохранности",5,2025-06-19
Качество за такую цену ужастное,1,2025-06-19
"Самт наушники хорошие, но большой минус наушники по сравнению с другими версиями садятся быстрее и бокс почему-то тоже очень быстро садится, за 1 использование",2,2025-06-19
"встречала копии получше. норм. очень бесит что они могут отключиться просто потому что захотели, или же не подключаться совсем, а так же разряжаются просто моментально",3,2025-06-19
Хорошо сидит в ушах,5,2025-06-19
"Подключаются без перебоев, эстетичные, практичные, удобные",5,2025-06-19
Кейс показывает один заряд и каждый наушник показывает разный заряд,1,2025-06-18
"Басс не очень, за такую же цену можно и по лучше купить. Цена. По что все нормально",4,2025-06-18
"Все супер, наушники отличные, звук достойный!",5,2025-06-18
Отлично 👍🏻. Очень приятная звук. Всё чотка,5,2025-06-18
"За свои деньги лучший выбор, рекомендую. Наушники полностью соответствуют качеству и характеристикам. Минусов не нашел",5,2025-06-18
"Здравствуйте)
Впервые приобрела наушники и не ожидала такого высокого качества)))
Начнем с эстетичной коробки и как все упаковано🔥
Блок от зарядки,сам провод и сьемные вакуумки❤️❤️❤️
Благодарю за качество и клиентоориентированность 🩷
Желаем успехов и развития✨",5,2025-06-18
"С течением воемени я осознал, что продавцы продают действительно качественный товар, огромное спасибо и надеюсь на их дальнейшие успехи",5,2025-06-18
Очень хорошие и качественные наушники🔥держат заряд около 3 дней при активном пользовании. Приятный бонус в виде чехла,5,2025-06-18
"пользуюсь ими приличное время, все в идеальном состоянии",5,2025-06-17
Отличные наушники все работает хорошо упакованы,5,2025-06-17
Отличные наушники) в восторге от покупки. Шикарный звук и чехол в подарок👍🏻,5,2025-06-17
"Отличные беспроводные наушники! Звук очень чистый, приятно слушать. Отдельное спасибо за чехол в комплекте — удобно хранить,а также подходит по размеру. Приятно удивлёна качеством за свои деньги. Рекомендую как отличную базу! 👍",5,2025-06-17
"Лучшие наушники за свои деньги, приятный звук. Шумоподавление. Все на высоте.. Звук, его качество.",5,2025-06-17
,2,2025-06-17
минусы только то что проработали меньше месяца и больше перестали заряжаться,1,2025-06-17
когда разговариваешь звук не чистый и не громкий. а так слушать музыку очень громкий и качественный,4,2025-06-16
"Продавец помог в настройке, очень ответсвенный. Звучат хорошо!!!",5,2025-06-16
"Отличные низы,громкие👍",5,2025-06-16
очень хорошие наушники,5,2025-06-16
Все четко,5,2025-06-16
"Идеальное соотношение цены и качества, ща 1200 ₽ вполне достойные наушники. Цена=качество. За такую цену, все идеально",5,2025-06-16
"Просто бомба пушка, это просто невероятно, 1:1 как оригинал 🤩",5,2025-06-15
Пришло вовремя,5,2025-06-15
"не разочаровалась в покупке этих наушников, к покупке рекомендую👍",5,2025-06-15
Не пожклкл что взял именно эти наушники,5,2025-06-15
"Не советую товар вообще 500 рублей еиу цена. Ни чего. Товар китай паленый хуже китая даже, левый наушник отвалился через 2 недели пользования, шумадав вообще полная фигня эти все функции не работают от слова совсем они просто есть и не более",1,2025-06-15
"пользоваться можно в общем и целом). приятные на ощупь, звук чистый и громкий, микрофон кстати тоже отличный",5,2025-06-15
"лучший товар на рынке за свои деньги, беру не первый раз, качество на высоте!. хороший звук, отличное качество",5,2025-06-15
"Хорошие наушники, чехол для наушников в подарок, звук чёткий, при включении музыка, при зарядке музыка, запасные амбушюры есть.",5,2025-06-15
"Очень хороший звук, очень удобные. Маленькие стильные.Обажаю их.. Один не достаток, медленно заряжаеться. И вообще показывает, что нет зарядки",5,2025-06-15
"Какой кошмар! Я не могу вернуть наушники по браку, т.к сразу выкинула коробку, пока шла домой. Дома подключила уже. Они теряют соединение постоянно( Я даже выключила блютуз, они у меня в ушах были. И начали пиликать, туда сюда. Типа подключаются и отключаются. К чему они подключаются, раз сети нет? Перезагружала их. Ничего.Я не могу ими пользоваться увы. Очень жаль, потраченные деньги. Не 300 р все же стоят.. Все!",1,2025-06-15
Наушники хорошие. Звук неприятный,4,2025-06-15
Классные работают !. Классные,5,2025-06-15
Немного плохой звук,3,2025-06-14
Отзывчивость продавца на высоте.,5,2025-06-14
"Звук не очень, чтобы в отзывах не писали не ведитесь. Звук как из бочки. Хрип есть но только в режиме пространственного звука на айфоне. Такие же наушники есть на вб по 800-900 рублей",2,2025-06-14
Зарядный кабель не работает. Быстро разрядились. Шупомодовление и остальные режимы не работают. Хотя обещали пасивное шумоподовление.,3,2025-06-14
￼,5,2025-06-14
"хороший звук, удобные, вся комплектация, чехол шел в подарок. странный писк переодически при открытии кейса. написано 100% оригинал, но в оригинале такого нет",4,2025-06-14
"Не указан срок гарантии.. Пришли хорошо упакованные, всё целое, качество хорошее. Посмотрим как будут работать.",5,2025-06-14
"звук отличный, чехол хороший",5,2025-06-14
"Получила сегодня,все очень хорошо упаковано Подключила. Пока все отлично 👍👍👍",5,2025-06-14
Хорошие за свою цену. Хороший звук,5,2025-06-14
"Звук хороший , работает отлично. Положили чехол в подарок.",5,2025-06-14
Очень хорошое шумоподовление. Подключаются как оригинал. Так же их можно отслеживать в локатаре.. Когда разговариваешь через наушники тебя плохо слышно. Если их брать то только для того что бы слушать музыку.,3,2025-06-14
Один наушник не работает,1,2025-06-14
все понравилось,5,2025-06-14
Звук хороший. Постоянно ставят видео на паузу,4,2025-06-14
Отличные наушники. В подарок пришел черный чехол.,5,2025-06-14
"Честно говоря мне не удобно,когда работаешь, из 👂 выпадает",4,2025-06-14
Вроде нормальные наушники. Не сильно громкие,4,2025-06-14
"классные наушники, слушаю 24/7 в них, выгляжит как оригинал",5,2025-06-14
кейс очень бысто садиться сам по себе и не подключаеться телефону без зарядки,1,2025-06-14
"Покупала маме очень понравилась, ходит и говорит какие хорошие!!!",5,2025-06-13
"Хорошие наушники, своих денег стоят. Шумодав вроде работает. Звук действительно качественный. В подарок положили чехол.",5,2025-06-13
Прям как оригинальные👍,5,2025-06-13
"Я довольна своей покупкой,советую",5,2025-06-13
"Хотел бы дополнить свой первоначальный отзыв. В процессе использования меня впечатлило активное шумоподавление. Оно действительно работает, я могу полностью погрузиться в музыку, не отвлекаясь на окружающие звуки. Качество сборки также на высшем уровне. Наушники выглядят и ощущаются премиально, а материалы, из которых они сделаны, приятные на ощупь. Кроме того, функция ""Прозрачный режим"" позволяет слышать окружающий мир, когда это необходимо. Это очень удобно, когда нужно поговорить с кем-то или услышать объявления без необходимости снимать наушники. Батарея также радует: даже при активном использовании я не испытываю проблем с зарядом в течение дня. В целом, я крайне доволен своей покупкой! Данные AirPods 4 это не просто наушники, а полноценный аксессуар для комфортного прослушивания музыки и общения. Рекомендую всем, кто ищет качественные беспроводные наушники!",5,2025-06-13
За свою цену наушники топ,5,2025-06-13
"Стильные ,удобные. Микрофон не очень",5,2025-06-13
Очень хорошие наушники,5,2025-06-13
,3,2025-06-13
Хорошее качество,5,2025-06-13
"Звук хороший, подключение быстрое",5,2025-06-13
"Рекомендую этот товар! 💞. Мне очень понравились эти наушники, качественный звук, отличное шумаподавление, стильный дизайн. Покупкой очень довольна.",5,2025-06-13
Качествт,5,2025-06-13
Наушники уже в первый же день лагают звук вообще не чистый просто громкие и все за свое цену это полный отстой,1,2025-06-13
"Я просто хочу два рабочих наушника,я что много хочу?. Это прикол какой то,уже 2 наушники заказываю,то левый тихо работает,теперь правый. Правый наушник работает тихо",2,2025-06-13
"Все отлично, сразу подключились, звук отличный, лоствка быстрая.. Упаковка",5,2025-06-13
Наушники настроили быстро так как это вторые наушники купленные у этого продавца я была в них уверенна.Спасибо,5,2025-06-13
"Отличные. Упакованы хорошо, полная комплектация, звук хороший. —-",5,2025-06-13
,1,2025-06-13
"Удобные, шумоподавляющие, аккуратные. К футляру шёл чехол👍",5,2025-06-13
"Отличные наушники по низкой цене,качественный звук",5,2025-06-12
